row, success, cause
https://img.pokemondb.net/sprites/scarlet-violet/icon/houndoom.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/houndoom-mega.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/kingdra.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/phanpy.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/donphan.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/porygon2.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/stantler.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/smeargle.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/tyrogue.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/hitmontop.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/smoochum.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/elekid.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/magby.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/miltank.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/blissey.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/raikou.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/entei.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/suicune.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/larvitar.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/pupitar.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/tyranitar.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/tyranitar-mega.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/lugia.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/ho-oh.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/celebi.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/treecko.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/grovyle.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/sceptile.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/sceptile-mega.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/torchic.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/combusken.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/blaziken.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/blaziken-mega.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/mudkip.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/marshtomp.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/swampert.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/swampert-mega.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/poochyena.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/mightyena.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/zigzagoon.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/zigzagoon-galarian.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/linoone.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/linoone-galarian.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/wurmple.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/silcoon.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/beautifly.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/cascoon.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/dustox.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/lotad.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/lombre.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/ludicolo.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/seedot.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/nuzleaf.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/shiftry.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/taillow.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/swellow.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/wingull.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/pelipper.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/ralts.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/kirlia.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/gardevoir.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/gardevoir-mega.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/surskit.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/masquerain.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/shroomish.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/breloom.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/slakoth.png, True, None
